game_id,date,location,team,opp,score,opp_score,old_elo,opp_elo,elo_diff,result_class
2024-01-01Hong KongChina,2024-01-01,Friendly in the United Arab Emirates,Hong Kong,China,2,1,1065,1449,-384,T1
2024-01-01Hong KongChina,2024-01-01,Friendly in the United Arab Emirates,China,Hong Kong,1,2,1449,1065,384,T2
2024-01-01JapanThailand,2024-01-01,Friendly in Japan,Japan,Thailand,5,0,1904,1382,522,T1
2024-01-01JapanThailand,2024-01-01,Friendly in Japan,Thailand,Japan,0,5,1382,1904,-522,T2
2024-01-02LibyaIndonesia,2024-01-02,Friendly in Turkey,Libya,Indonesia,4,0,1360,1281,79,T1
2024-01-02LibyaIndonesia,2024-01-02,Friendly in Turkey,Indonesia,Libya,0,4,1281,1360,-79,T2
2024-01-04Saudi ArabiaLebanon,2024-01-04,Friendly in Qatar,Saudi Arabia,Lebanon,1,0,1585,1312,273,T1
2024-01-04Saudi ArabiaLebanon,2024-01-04,Friendly in Qatar,Lebanon,Saudi Arabia,0,1,1312,1585,-273,T2
2024-01-04TajikistanHong Kong,2024-01-04,Friendly in the United Arab Emirates,Hong Kong,Tajikistan,1,2,1083,1374,-291,T2
2024-01-04TajikistanHong Kong,2024-01-04,Friendly in the United Arab Emirates,Tajikistan,Hong Kong,2,1,1374,1083,291,T1
2024-01-05IranBurkina Faso,2024-01-05,Friendly in Iran,Iran,Burkina Faso,2,1,1826,1565,261,T1
2024-01-05IranBurkina Faso,2024-01-05,Friendly in Iran,Burkina Faso,Iran,1,2,1565,1826,-261,T2
2024-01-05KyrgyzstanSyria,2024-01-05,Friendly in the United Arab Emirates,Syria,Kyrgyzstan,1,1,1425,1249,176,D
2024-01-05KyrgyzstanSyria,2024-01-05,Friendly in the United Arab Emirates,Kyrgyzstan,Syria,1,1,1249,1425,-176,D
2024-01-05LibyaIndonesia,2024-01-05,Friendly in Turkey,Libya,Indonesia,2,1,1375,1266,109,T1
2024-01-05LibyaIndonesia,2024-01-05,Friendly in Turkey,Indonesia,Libya,1,2,1266,1375,-109,T2
2024-01-05QatarJordan,2024-01-05,Friendly in Qatar,Qatar,Jordan,1,2,1535,1503,32,T2
2024-01-05QatarJordan,2024-01-05,Friendly in Qatar,Jordan,Qatar,2,1,1503,1535,-32,T1
2024-01-05TogoAlgeria,2024-01-05,Friendly in Togo,Algeria,Togo,3,0,1726,1391,335,T1
2024-01-05TogoAlgeria,2024-01-05,Friendly in Togo,Togo,Algeria,0,3,1391,1726,-335,T2
2024-01-06AngolaDemocratic Republic of Congo,2024-01-06,Friendly in the United Arab Emirates,Angola,Democratic Republic of Congo,0,0,1386,1500,-114,D
2024-01-06AngolaDemocratic Republic of Congo,2024-01-06,Friendly in the United Arab Emirates,Democratic Republic of Congo,Angola,0,0,1500,1386,114,D
2024-01-06AustraliaBahrain,2024-01-06,Friendly in the United Arab Emirates,Australia,Bahrain,2,0,1783,1448,335,T1
2024-01-06AustraliaBahrain,2024-01-06,Friendly in the United Arab Emirates,Bahrain,Australia,0,2,1448,1783,-335,T2
2024-01-06Ivory CoastSierra Leone,2024-01-06,Friendly in Ivory Coast,Ivory Coast,Sierra Leone,5,1,1644,1315,329,T1
2024-01-06Ivory CoastSierra Leone,2024-01-06,Friendly in Ivory Coast,Sierra Leone,Ivory Coast,1,5,1315,1644,-329,T2
2024-01-06MaliGuinea-Bissau,2024-01-06,Friendly in Mali,Mali,Guinea-Bissau,6,2,1616,1416,200,T1
2024-01-06MaliGuinea-Bissau,2024-01-06,Friendly in Mali,Guinea-Bissau,Mali,2,6,1416,1616,-200,T2
2024-01-06MozambiqueLesotho,2024-01-06,Friendly in South Africa,Mozambique,Lesotho,2,0,1357,1244,113,T1
2024-01-06MozambiqueLesotho,2024-01-06,Friendly in South Africa,Lesotho,Mozambique,0,2,1244,1357,-113,T2
2024-01-06South KoreaIraq,2024-01-06,Friendly in the United Arab Emirates,South Korea,Iraq,1,0,1798,1620,178,T1
2024-01-06South KoreaIraq,2024-01-06,Friendly in the United Arab Emirates,Iraq,South Korea,0,1,1620,1798,-178,T2
2024-01-06TunisiaMauritania,2024-01-06,Friendly in Tunisia,Mauritania,Tunisia,0,0,1392,1740,-348,D
2024-01-06TunisiaMauritania,2024-01-06,Friendly in Tunisia,Tunisia,Mauritania,0,0,1740,1392,348,D
2024-01-06United Arab EmiratesOman,2024-01-06,Friendly in the United Arab Emirates,United Arab Emirates,Oman,0,1,1529,1554,-25,T2
2024-01-06United Arab EmiratesOman,2024-01-06,Friendly in the United Arab Emirates,Oman,United Arab Emirates,1,0,1554,1529,25,T1
2024-01-07EgyptTanzania,2024-01-07,Friendly in Egypt,Tanzania,Egypt,0,2,1351,1686,-335,T2
2024-01-07EgyptTanzania,2024-01-07,Friendly in Egypt,Egypt,Tanzania,2,0,1686,1351,335,T1
2024-01-07UzbekistanPalestine,2024-01-07,Friendly in Qatar,Uzbekistan,Palestine,1,0,1641,1407,234,T1
2024-01-07UzbekistanPalestine,2024-01-07,Friendly in Qatar,Palestine,Uzbekistan,0,1,1407,1641,-234,T2
2024-01-08BotswanaMozambique,2024-01-08,Friendly in South Africa,Botswana,Mozambique,1,1,1347,1367,-20,D
2024-01-08BotswanaMozambique,2024-01-08,Friendly in South Africa,Mozambique,Botswana,1,1,1367,1347,20,D
2024-01-08GhanaNamibia,2024-01-08,Friendly in Ghana,Ghana,Namibia,0,0,1551,1381,170,D
2024-01-08GhanaNamibia,2024-01-08,Friendly in Ghana,Namibia,Ghana,0,0,1381,1551,-170,D
2024-01-08GuineaNigeria,2024-01-08,Friendly in the United Arab Emirates,Guinea,Nigeria,2,0,1427,1591,-164,T1
2024-01-08GuineaNigeria,2024-01-08,Friendly in the United Arab Emirates,Nigeria,Guinea,0,2,1591,1427,164,T2
2024-01-08MalaysiaSyria,2024-01-08,Friendly in Qatar,Malaysia,Syria,2,2,1300,1420,-120,D
2024-01-08MalaysiaSyria,2024-01-08,Friendly in Qatar,Syria,Malaysia,2,2,1420,1300,120,D
2024-01-08SenegalNiger,2024-01-08,Friendly in Senegal,Senegal,Niger,1,0,1731,1240,491,T1
2024-01-08SenegalNiger,2024-01-08,Friendly in Senegal,Niger,Senegal,0,1,1240,1731,-491,T2
2024-01-09AlgeriaBurundi,2024-01-09,Friendly in Togo,Burundi,Algeria,0,4,1291,1733,-442,T2
2024-01-09AlgeriaBurundi,2024-01-09,Friendly in Togo,Algeria,Burundi,4,0,1733,1291,442,T1
2024-01-09CameroonZambia,2024-01-09,Friendly in Saudi Arabia,Cameroon,Zambia,1,1,1619,1490,129,D
2024-01-09CameroonZambia,2024-01-09,Friendly in Saudi Arabia,Zambia,Cameroon,1,1,1490,1619,-129,D
2024-01-09Equatorial GuineaDjibouti,2024-01-09,Friendly in Equatorial Guinea,Djibouti,Equatorial Guinea,1,1,914,1517,-603,D
2024-01-09Equatorial GuineaDjibouti,2024-01-09,Friendly in Equatorial Guinea,Equatorial Guinea,Djibouti,1,1,1517,914,603,D
2024-01-09IranIndonesia,2024-01-09,Friendly in Qatar,Indonesia,Iran,0,5,1259,1828,-569,T2
2024-01-09IranIndonesia,2024-01-09,Friendly in Qatar,Iran,Indonesia,5,0,1828,1259,569,T1
2024-01-09JapanJordan,2024-01-09,Friendly in Qatar,Jordan,Japan,1,6,1517,1905,-388,T2
2024-01-09JapanJordan,2024-01-09,Friendly in Qatar,Japan,Jordan,6,1,1905,1517,388,T1
2024-01-09KyrgyzstanVietnam,2024-01-09,Friendly in Qatar,Vietnam,Kyrgyzstan,1,2,1391,1254,137,T2
2024-01-09KyrgyzstanVietnam,2024-01-09,Friendly in Qatar,Kyrgyzstan,Vietnam,2,1,1254,1391,-137,T1
2024-01-09PalestineSaudi Arabia,2024-01-09,Friendly in Qatar,Saudi Arabia,Palestine,0,0,1588,1403,185,D
2024-01-09PalestineSaudi Arabia,2024-01-09,Friendly in Qatar,Palestine,Saudi Arabia,0,0,1403,1588,-185,D
2024-01-10AngolaBahrain,2024-01-10,Friendly in the United Arab Emirates,Angola,Bahrain,3,0,1389,1444,-55,T1
2024-01-10AngolaBahrain,2024-01-10,Friendly in the United Arab Emirates,Bahrain,Angola,0,3,1444,1389,55,T2
2024-01-10Burkina FasoDemocratic Republic of Congo,2024-01-10,Friendly in the United Arab Emirates,Burkina Faso,Democratic Republic of Congo,2,1,1563,1497,66,T1
2024-01-10Burkina FasoDemocratic Republic of Congo,2024-01-10,Friendly in the United Arab Emirates,Democratic Republic of Congo,Burkina Faso,1,2,1497,1563,-66,T2
2024-01-10Saudi ArabiaHong Kong,2024-01-10,Friendly in Qatar,Saudi Arabia,Hong Kong,2,0,1583,1080,503,T1
2024-01-10Saudi ArabiaHong Kong,2024-01-10,Friendly in Qatar,Hong Kong,Saudi Arabia,0,2,1080,1583,-503,T2
2024-01-10South AfricaLesotho,2024-01-10,Friendly in South Africa,Lesotho,South Africa,0,0,1234,1490,-256,D
2024-01-10South AfricaLesotho,2024-01-10,Friendly in South Africa,South Africa,Lesotho,0,0,1490,1234,256,D
2024-01-10TunisiaCape Verde,2024-01-10,Friendly in Tunisia,Cape Verde,Tunisia,0,2,1482,1731,-249,T2
2024-01-10TunisiaCape Verde,2024-01-10,Friendly in Tunisia,Tunisia,Cape Verde,2,0,1731,1482,249,T1
2024-01-11MoroccoSierra Leone,2024-01-11,Friendly in Ivory Coast,Sierra Leone,Morocco,1,3,1312,1847,-535,T2
2024-01-11MoroccoSierra Leone,2024-01-11,Friendly in Ivory Coast,Morocco,Sierra Leone,3,1,1847,1312,535,T1
2024-01-12LibyaKuwait,2024-01-12,Friendly in Egypt,Libya,Kuwait,3,1,1382,1377,5,T1
2024-01-12LibyaKuwait,2024-01-12,Friendly in Egypt,Kuwait,Libya,1,3,1377,1382,-5,T2
2024-01-12QatarLebanon,2024-01-12,Asian Cup in Qatar,Qatar,Lebanon,3,0,1521,1309,212,T1
2024-01-12QatarLebanon,2024-01-12,Asian Cup in Qatar,Lebanon,Qatar,0,3,1309,1521,-212,T2
2024-01-12SwedenEstonia,2024-01-12,Friendly in Cyprus,Sweden,Estonia,2,1,1692,1366,326,T1
2024-01-12SwedenEstonia,2024-01-12,Friendly in Cyprus,Estonia,Sweden,1,2,1366,1692,-326,T2
2024-01-13AustraliaIndia,2024-01-13,Asian Cup in Qatar,Australia,India,2,0,1787,1260,527,T1
2024-01-13AustraliaIndia,2024-01-13,Asian Cup in Qatar,India,Australia,0,2,1260,1787,-527,T2
2024-01-13ChinaTajikistan,2024-01-13,Asian Cup in Qatar,China,Tajikistan,0,0,1431,1377,54,D
2024-01-13ChinaTajikistan,2024-01-13,Asian Cup in Qatar,Tajikistan,China,0,0,1377,1431,-54,D
2024-01-13IcelandGuatemala,2024-01-13,Friendly in the United States,Guatemala,Iceland,0,1,1494,1479,15,T2
2024-01-13IcelandGuatemala,2024-01-13,Friendly in the United States,Iceland,Guatemala,1,0,1479,1494,-15,T1
2024-01-13Ivory CoastGuinea-Bissau,2024-01-13,African Nations Cup in Ivory Coast,Guinea-Bissau,Ivory Coast,0,2,1410,1647,-237,T2
2024-01-13Ivory CoastGuinea-Bissau,2024-01-13,African Nations Cup in Ivory Coast,Ivory Coast,Guinea-Bissau,2,0,1647,1410,237,T1
2024-01-13SyriaUzbekistan,2024-01-13,Asian Cup in Qatar,Syria,Uzbekistan,0,0,1417,1645,-228,D
2024-01-13SyriaUzbekistan,2024-01-13,Asian Cup in Qatar,Uzbekistan,Syria,0,0,1645,1417,228,D
2024-01-14Cape VerdeGhana,2024-01-14,African Nations Cup in Ivory Coast,Ghana,Cape Verde,1,2,1544,1478,66,T2
2024-01-14Cape VerdeGhana,2024-01-14,African Nations Cup in Ivory Coast,Cape Verde,Ghana,2,1,1478,1544,-66,T1
2024-01-14EgyptMozambique,2024-01-14,African Nations Cup in Ivory Coast,Egypt,Mozambique,2,2,1688,1366,322,D
2024-01-14EgyptMozambique,2024-01-14,African Nations Cup in Ivory Coast,Mozambique,Egypt,2,2,1366,1688,-322,D
2024-01-14Equatorial GuineaNigeria,2024-01-14,African Nations Cup in Ivory Coast,Equatorial Guinea,Nigeria,1,1,1507,1569,-62,D
2024-01-14Equatorial GuineaNigeria,2024-01-14,African Nations Cup in Ivory Coast,Nigeria,Equatorial Guinea,1,1,1569,1507,62,D
2024-01-14IranPalestine,2024-01-14,Asian Cup in Qatar,Palestine,Iran,1,4,1408,1829,-421,T2
2024-01-14IranPalestine,2024-01-14,Asian Cup in Qatar,Iran,Palestine,4,1,1829,1408,421,T1
2024-01-14JapanVietnam,2024-01-14,Asian Cup in Qatar,Vietnam,Japan,2,4,1377,1909,-532,T2
2024-01-14JapanVietnam,2024-01-14,Asian Cup in Qatar,Japan,Vietnam,4,2,1909,1377,532,T1
2024-01-14United Arab EmiratesHong Kong,2024-01-14,Asian Cup in Qatar,United Arab Emirates,Hong Kong,3,1,1517,1078,439,T1
2024-01-14United Arab EmiratesHong Kong,2024-01-14,Asian Cup in Qatar,Hong Kong,United Arab Emirates,1,3,1078,1517,-439,T2
2024-01-15AlgeriaAngola,2024-01-15,African Nations Cup in Ivory Coast,Algeria,Angola,1,1,1736,1409,327,D
2024-01-15AlgeriaAngola,2024-01-15,African Nations Cup in Ivory Coast,Angola,Algeria,1,1,1409,1736,-327,D
2024-01-15CameroonGuinea,2024-01-15,African Nations Cup in Ivory Coast,Cameroon,Guinea,1,1,1615,1449,166,D
2024-01-15CameroonGuinea,2024-01-15,African Nations Cup in Ivory Coast,Guinea,Cameroon,1,1,1449,1615,-166,D
2024-01-15IraqIndonesia,2024-01-15,Asian Cup in Qatar,Iraq,Indonesia,3,1,1615,1258,357,T1
2024-01-15IraqIndonesia,2024-01-15,Asian Cup in Qatar,Indonesia,Iraq,1,3,1258,1615,-357,T2
2024-01-15JordanMalaysia,2024-01-15,Asian Cup in Qatar,Jordan,Malaysia,4,0,1513,1303,210,T1
2024-01-15JordanMalaysia,2024-01-15,Asian Cup in Qatar,Malaysia,Jordan,0,4,1303,1513,-210,T2
2024-01-15SenegalGambia,2024-01-15,African Nations Cup in Ivory Coast,Gambia,Senegal,0,3,1399,1732,-333,T2
2024-01-15SenegalGambia,2024-01-15,African Nations Cup in Ivory Coast,Senegal,Gambia,3,0,1732,1399,333,T1
2024-01-15South KoreaBahrain,2024-01-15,Asian Cup in Qatar,Bahrain,South Korea,1,3,1424,1803,-379,T2
2024-01-15South KoreaBahrain,2024-01-15,Asian Cup in Qatar,South Korea,Bahrain,3,1,1803,1424,379,T1
2024-01-16Burkina FasoMauritania,2024-01-16,African Nations Cup in Ivory Coast,Burkina Faso,Mauritania,1,0,1571,1401,170,T1
2024-01-16Burkina FasoMauritania,2024-01-16,African Nations Cup in Ivory Coast,Mauritania,Burkina Faso,0,1,1401,1571,-170,T2
2024-01-16MaliSouth Africa,2024-01-16,African Nations Cup in Ivory Coast,South Africa,Mali,0,2,1482,1622,-140,T2
2024-01-16MaliSouth Africa,2024-01-16,African Nations Cup in Ivory Coast,Mali,South Africa,2,0,1622,1482,140,T1
2024-01-16NamibiaTunisia,2024-01-16,African Nations Cup in Ivory Coast,Tunisia,Namibia,0,1,1735,1388,347,T2
2024-01-16NamibiaTunisia,2024-01-16,African Nations Cup in Ivory Coast,Namibia,Tunisia,1,0,1388,1735,-347,T1
2024-01-16Saudi ArabiaOman,2024-01-16,Asian Cup in Qatar,Saudi Arabia,Oman,2,1,1585,1566,19,T1
2024-01-16Saudi ArabiaOman,2024-01-16,Asian Cup in Qatar,Oman,Saudi Arabia,1,2,1566,1585,-19,T2
2024-01-16ThailandKyrgyzstan,2024-01-16,Asian Cup in Qatar,Kyrgyzstan,Thailand,0,2,1268,1381,-113,T2
2024-01-16ThailandKyrgyzstan,2024-01-16,Asian Cup in Qatar,Thailand,Kyrgyzstan,2,0,1381,1268,113,T1
2024-01-17ChinaLebanon,2024-01-17,Asian Cup in Qatar,Lebanon,China,0,0,1297,1427,-130,D
2024-01-17ChinaLebanon,2024-01-17,Asian Cup in Qatar,China,Lebanon,0,0,1427,1297,130,D
2024-01-17Democratic Republic of CongoZambia,2024-01-17,African Nations Cup in Ivory Coast,Zambia,Democratic Republic of Congo,1,1,1494,1489,5,D
2024-01-17Democratic Republic of CongoZambia,2024-01-17,African Nations Cup in Ivory Coast,Democratic Republic of Congo,Zambia,1,1,1489,1494,-5,D
2024-01-17IcelandHonduras,2024-01-17,Friendly in the United States,Honduras,Iceland,0,2,1532,1489,43,T2
2024-01-17IcelandHonduras,2024-01-17,Friendly in the United States,Iceland,Honduras,2,0,1489,1532,-43,T1
2024-01-17MoroccoTanzania,2024-01-17,African Nations Cup in Ivory Coast,Tanzania,Morocco,0,3,1349,1848,-499,T2
2024-01-17MoroccoTanzania,2024-01-17,African Nations Cup in Ivory Coast,Morocco,Tanzania,3,0,1848,1349,499,T1
2024-01-17QatarTajikistan,2024-01-17,Asian Cup in Qatar,Tajikistan,Qatar,0,1,1381,1533,-152,T2
2024-01-17QatarTajikistan,2024-01-17,Asian Cup in Qatar,Qatar,Tajikistan,1,0,1533,1381,152,T1
2024-01-18AustraliaSyria,2024-01-18,Asian Cup in Qatar,Syria,Australia,0,1,1431,1790,-359,T2
2024-01-18AustraliaSyria,2024-01-18,Asian Cup in Qatar,Australia,Syria,1,0,1790,1431,359,T1
2024-01-18EgyptGhana,2024-01-18,African Nations Cup in Ivory Coast,Egypt,Ghana,2,2,1670,1514,156,D
2024-01-18EgyptGhana,2024-01-18,African Nations Cup in Ivory Coast,Ghana,Egypt,2,2,1514,1670,-156,D
2024-01-18Equatorial GuineaGuinea-Bissau,2024-01-18,African Nations Cup in Ivory Coast,Equatorial Guinea,Guinea-Bissau,4,2,1511,1401,110,T1
2024-01-18Equatorial GuineaGuinea-Bissau,2024-01-18,African Nations Cup in Ivory Coast,Guinea-Bissau,Equatorial Guinea,2,4,1401,1511,-110,T2
2024-01-18Ivory CoastNigeria,2024-01-18,African Nations Cup in Ivory Coast,Nigeria,Ivory Coast,1,0,1565,1656,-91,T1
2024-01-18Ivory CoastNigeria,2024-01-18,African Nations Cup in Ivory Coast,Ivory Coast,Nigeria,0,1,1656,1565,91,T2
2024-01-18PalestineUnited Arab Emirates,2024-01-18,Asian Cup in Qatar,United Arab Emirates,Palestine,1,1,1523,1401,122,D
2024-01-18PalestineUnited Arab Emirates,2024-01-18,Asian Cup in Qatar,Palestine,United Arab Emirates,1,1,1401,1523,-122,D
2024-01-18UzbekistanIndia,2024-01-18,Asian Cup in Qatar,India,Uzbekistan,0,3,1257,1631,-374,T2
2024-01-18UzbekistanIndia,2024-01-18,Asian Cup in Qatar,Uzbekistan,India,3,0,1631,1257,374,T1
2024-01-19Cape VerdeMozambique,2024-01-19,African Nations Cup in Ivory Coast,Mozambique,Cape Verde,0,3,1384,1508,-124,T2
2024-01-19Cape VerdeMozambique,2024-01-19,African Nations Cup in Ivory Coast,Cape Verde,Mozambique,3,0,1508,1384,124,T1
2024-01-19GuineaGambia,2024-01-19,African Nations Cup in Ivory Coast,Gambia,Guinea,0,1,1388,1460,-72,T2
2024-01-19GuineaGambia,2024-01-19,African Nations Cup in Ivory Coast,Guinea,Gambia,1,0,1460,1388,72,T1
2024-01-19IndonesiaVietnam,2024-01-19,Asian Cup in Qatar,Vietnam,Indonesia,0,1,1374,1249,125,T2
2024-01-19IndonesiaVietnam,2024-01-19,Asian Cup in Qatar,Indonesia,Vietnam,1,0,1249,1374,-125,T1
2024-01-19IranHong Kong,2024-01-19,Asian Cup in Qatar,Iran,Hong Kong,1,0,1836,1072,764,T1
2024-01-19IranHong Kong,2024-01-19,Asian Cup in Qatar,Hong Kong,Iran,0,1,1072,1836,-764,T2
2024-01-19IraqJapan,2024-01-19,Asian Cup in Qatar,Iraq,Japan,2,1,1624,1912,-288,T1
2024-01-19IraqJapan,2024-01-19,Asian Cup in Qatar,Japan,Iraq,1,2,1912,1624,288,T2
2024-01-19SenegalCameroon,2024-01-19,African Nations Cup in Ivory Coast,Cameroon,Senegal,1,3,1604,1743,-139,T2
2024-01-19SenegalCameroon,2024-01-19,African Nations Cup in Ivory Coast,Senegal,Cameroon,3,1,1743,1604,139,T1
2024-01-19UgandaKuwait,2024-01-19,Friendly in Egypt,Uganda,Kuwait,2,0,1368,1362,6,T1
2024-01-19UgandaKuwait,2024-01-19,Friendly in Egypt,Kuwait,Uganda,0,2,1362,1368,-6,T2
2024-01-20AlgeriaBurkina Faso,2024-01-20,African Nations Cup in Ivory Coast,Algeria,Burkina Faso,2,2,1718,1585,133,D
2024-01-20AlgeriaBurkina Faso,2024-01-20,African Nations Cup in Ivory Coast,Burkina Faso,Algeria,2,2,1585,1718,-133,D
2024-01-20AngolaMauritania,2024-01-20,African Nations Cup in Ivory Coast,Angola,Mauritania,3,2,1427,1387,40,T1
2024-01-20AngolaMauritania,2024-01-20,African Nations Cup in Ivory Coast,Mauritania,Angola,2,3,1387,1427,-40,T2
2024-01-20BahrainMalaysia,2024-01-20,Asian Cup in Qatar,Malaysia,Bahrain,0,1,1281,1416,-135,T2
2024-01-20BahrainMalaysia,2024-01-20,Asian Cup in Qatar,Bahrain,Malaysia,1,0,1416,1281,135,T1
2024-01-20JordanSouth Korea,2024-01-20,Asian Cup in Qatar,South Korea,Jordan,2,2,1811,1535,276,D
2024-01-20JordanSouth Korea,2024-01-20,Asian Cup in Qatar,Jordan,South Korea,2,2,1535,1811,-276,D
2024-01-20MaliTunisia,2024-01-20,African Nations Cup in Ivory Coast,Mali,Tunisia,1,1,1645,1691,-46,D
2024-01-20MaliTunisia,2024-01-20,African Nations Cup in Ivory Coast,Tunisia,Mali,1,1,1691,1645,46,D
2024-01-20United StatesSlovenia,2024-01-20,Friendly in the United States,Slovenia,United States,1,0,1710,1776,-66,T1
2024-01-20United StatesSlovenia,2024-01-20,Friendly in the United States,United States,Slovenia,0,1,1776,1710,66,T2
2024-01-21Democratic Republic of CongoMorocco,2024-01-21,African Nations Cup in Ivory Coast,Morocco,Democratic Republic of Congo,1,1,1853,1489,364,D
2024-01-21Democratic Republic of CongoMorocco,2024-01-21,African Nations Cup in Ivory Coast,Democratic Republic of Congo,Morocco,1,1,1489,1853,-364,D
2024-01-21OmanThailand,2024-01-21,Asian Cup in Qatar,Thailand,Oman,0,0,1407,1542,-135,D
2024-01-21OmanThailand,2024-01-21,Asian Cup in Qatar,Oman,Thailand,0,0,1542,1407,135,D
2024-01-21Saudi ArabiaKyrgyzstan,2024-01-21,Asian Cup in Qatar,Kyrgyzstan,Saudi Arabia,0,2,1242,1609,-367,T2
2024-01-21Saudi ArabiaKyrgyzstan,2024-01-21,Asian Cup in Qatar,Saudi Arabia,Kyrgyzstan,2,0,1609,1242,367,T1
2024-01-21South AfricaNamibia,2024-01-21,African Nations Cup in Ivory Coast,Namibia,South Africa,0,4,1432,1459,-27,T2
2024-01-21South AfricaNamibia,2024-01-21,African Nations Cup in Ivory Coast,South Africa,Namibia,4,0,1459,1432,27,T1
2024-01-21TanzaniaZambia,2024-01-21,African Nations Cup in Ivory Coast,Zambia,Tanzania,1,1,1494,1344,150,D
2024-01-21TanzaniaZambia,2024-01-21,African Nations Cup in Ivory Coast,Tanzania,Zambia,1,1,1344,1494,-150,D
2024-01-22Cape VerdeEgypt,2024-01-22,African Nations Cup in Ivory Coast,Cape Verde,Egypt,2,2,1537,1659,-122,D
2024-01-22Cape VerdeEgypt,2024-01-22,African Nations Cup in Ivory Coast,Egypt,Cape Verde,2,2,1659,1537,122,D
2024-01-22GhanaMozambique,2024-01-22,African Nations Cup in Ivory Coast,Mozambique,Ghana,2,2,1355,1525,-170,D
2024-01-22GhanaMozambique,2024-01-22,African Nations Cup in Ivory Coast,Ghana,Mozambique,2,2,1525,1355,170,D
2024-01-22Ivory CoastEquatorial Guinea,2024-01-22,African Nations Cup in Ivory Coast,Ivory Coast,Equatorial Guinea,0,4,1618,1537,81,T2
2024-01-22Ivory CoastEquatorial Guinea,2024-01-22,African Nations Cup in Ivory Coast,Equatorial Guinea,Ivory Coast,4,0,1537,1618,-81,T1
2024-01-22NigeriaGuinea-Bissau,2024-01-22,African Nations Cup in Ivory Coast,Nigeria,Guinea-Bissau,1,0,1603,1375,228,T1
2024-01-22NigeriaGuinea-Bissau,2024-01-22,African Nations Cup in Ivory Coast,Guinea-Bissau,Nigeria,0,1,1375,1603,-228,T2
2024-01-22QatarChina,2024-01-22,Asian Cup in Qatar,Qatar,China,1,0,1542,1418,124,T1
2024-01-22QatarChina,2024-01-22,Asian Cup in Qatar,China,Qatar,0,1,1418,1542,-124,T2
2024-01-22TajikistanLebanon,2024-01-22,Asian Cup in Qatar,Lebanon,Tajikistan,1,2,1306,1372,-66,T2
2024-01-22TajikistanLebanon,2024-01-22,Asian Cup in Qatar,Tajikistan,Lebanon,2,1,1372,1306,66,T1
2024-01-23AngolaBurkina Faso,2024-01-23,African Nations Cup in Ivory Coast,Angola,Burkina Faso,2,0,1449,1594,-145,T1
2024-01-23AngolaBurkina Faso,2024-01-23,African Nations Cup in Ivory Coast,Burkina Faso,Angola,0,2,1594,1449,145,T2
2024-01-23AustraliaUzbekistan,2024-01-23,Asian Cup in Qatar,Australia,Uzbekistan,1,1,1796,1640,156,D
2024-01-23AustraliaUzbekistan,2024-01-23,Asian Cup in Qatar,Uzbekistan,Australia,1,1,1640,1796,-156,D
2024-01-23CameroonGambia,2024-01-23,African Nations Cup in Ivory Coast,Gambia,Cameroon,2,3,1368,1581,-213,T2
2024-01-23CameroonGambia,2024-01-23,African Nations Cup in Ivory Coast,Cameroon,Gambia,3,2,1581,1368,213,T1
2024-01-23IranUnited Arab Emirates,2024-01-23,Asian Cup in Qatar,United Arab Emirates,Iran,1,2,1515,1837,-322,T2
2024-01-23IranUnited Arab Emirates,2024-01-23,Asian Cup in Qatar,Iran,United Arab Emirates,2,1,1837,1515,322,T1
2024-01-23MauritaniaAlgeria,2024-01-23,African Nations Cup in Ivory Coast,Algeria,Mauritania,0,1,1709,1365,344,T2
2024-01-23MauritaniaAlgeria,2024-01-23,African Nations Cup in Ivory Coast,Mauritania,Algeria,1,0,1365,1709,-344,T1
2024-01-23PalestineHong Kong,2024-01-23,Asian Cup in Qatar,Hong Kong,Palestine,0,3,1071,1409,-338,T2
2024-01-23PalestineHong Kong,2024-01-23,Asian Cup in Qatar,Palestine,Hong Kong,3,0,1409,1071,338,T1
2024-01-23SenegalGuinea,2024-01-23,African Nations Cup in Ivory Coast,Senegal,Guinea,2,0,1766,1480,286,T1
2024-01-23SenegalGuinea,2024-01-23,African Nations Cup in Ivory Coast,Guinea,Senegal,0,2,1480,1766,-286,T2
2024-01-23SyriaIndia,2024-01-23,Asian Cup in Qatar,Syria,India,1,0,1425,1248,177,T1
2024-01-23SyriaIndia,2024-01-23,Asian Cup in Qatar,India,Syria,0,1,1248,1425,-177,T2
2024-01-24Democratic Republic of CongoTanzania,2024-01-24,African Nations Cup in Ivory Coast,Democratic Republic of Congo,Tanzania,0,0,1509,1354,155,D
2024-01-24Democratic Republic of CongoTanzania,2024-01-24,African Nations Cup in Ivory Coast,Tanzania,Democratic Republic of Congo,0,0,1354,1509,-155,D
2024-01-24IraqVietnam,2024-01-24,Asian Cup in Qatar,Iraq,Vietnam,3,2,1666,1340,326,T1
2024-01-24IraqVietnam,2024-01-24,Asian Cup in Qatar,Vietnam,Iraq,2,3,1340,1666,-326,T2
2024-01-24JapanIndonesia,2024-01-24,Asian Cup in Qatar,Indonesia,Japan,1,3,1283,1870,-587,T2
2024-01-24JapanIndonesia,2024-01-24,Asian Cup in Qatar,Japan,Indonesia,3,1,1870,1283,587,T1
2024-01-24MaliNamibia,2024-01-24,African Nations Cup in Ivory Coast,Mali,Namibia,0,0,1648,1389,259,D
